Rating,Company Name,Size,Type of ownership,Industry,Sector,Revenue,weight,Job Category,Merged Experience Category,num_comp,avg_salary,job_state,age,python_yn,sql_yn,excel_yn,tableau_yn,power bi_yn,sas_yn,hadoop_yn,spark_yn,tensorflow_yn,keras_yn,pytorch_yn,scikit-learn_yn,matplotlib_yn,snowflake_yn,numpy_yn,pandas_yn,scipy_yn,bigquery_yn,aws_yn,azure_yn,google cloud_yn,airflow_yn,git_yn,docker_yn,kubernetes_yn,r_yn,Description_len
3.9,GSK,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,scientist,Junior,3,84.5,MA,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6162
4.4,Eventbrite,1001 to 5000 employees,Company - Public,Technology,Technology,$100 to $500 million (USD),2,data engineer,Mid Level,3,102.5,TN,19,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6130
3.6,Riverside Research Institute,501 to 1000 employees,Nonprofit Organization,Government & Public Services,Government & Public Services,$50 to $100 million (USD),2,scientist,Strong Experience,0,93.5,OH,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3673
3.2,"Numeric, LLC",1 to 50 employees,Company - Private,Professional Services,Professional Services,$5 to $10 million (USD),2,data scientist,General Experience,0,127.5,PA,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1642
4.2,The Church of Jesus Christ of Latter-day Saints,10000+ employees,Nonprofit Organization,Government & Public Services,Professional Services,Unknown / Non-Applicable,1,data analyst,Unknown,0,72.0,UT,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2811
3.1,Icon Health and Fitness,1001 to 5000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$500 million to $1 billion (USD),1,data analyst,General Experience,3,47.0,UT,48,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4386
3.8,Shipt,501 to 1000 employees,Subsidiary or Business Segment,Other,Professional Services,Unknown / Non-Applicable,1,data engineer,Unknown,0,65.0,AL,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3585
4.0,Novetta,501 to 1000 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data analyst,Some Experience,3,94.0,VA,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4096
4.0,Novetta,501 to 1000 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data engineer,Junior,3,97.0,VA,13,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,6152
3.6,MassMutual,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),1,na,Some Experience,0,91.5,MA,174,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4260
3.8,Novartis,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,data scientist,Unknown,0,114.5,MA,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768
3.2,"Numeric, LLC",1 to 50 employees,Company - Private,Professional Services,Professional Services,$5 to $10 million (USD),1,na,Unknown,0,74.0,PA,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1790
3.8,Novartis,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,data scientist,Unknown,0,121.0,MA,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1919
4.5,Demandbase,201 to 500 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data analyst,Some Experience,3,121.5,CA,19,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726
-1.0,Monte Rosa Therapeutics,Unknown,other,Other,Other,Unknown,1,scientist,Senior,0,117.5,MA,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437
3.4,IntraEdge,501 to 1000 employees,Company - Private,Technology,Technology,$50 to $100 million (USD),1,data engineer,Junior,0,60.5,AZ,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1214
3.3,Peraton,1001 to 5000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$1 to $2 billion (USD),1,data engineer,General Experience,0,118.5,VA,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3392
3.8,COUNTRY Financial,1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$2 to $5 billion (USD),1,data analyst,General Experience,3,58.5,IL,100,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2327
3.9,Tapjoy,201 to 500 employees,Company - Private,Technology,Technology,$10 to $25 million (USD),1,data scientist,Some Experience,2,63.5,CA,18,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2340
4.1,Mentor Graphics,5001 to 10000 employees,Company - Public,Technology,Technology,$1 to $2 billion (USD),1,data scientist,Unknown,3,107.0,CA,44,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3329
3.7,Maxar Technologies,5001 to 10000 employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$2 to $5 billion (USD),1,data engineer,General Experience,0,105.5,VA,-1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672
2.8,ICW Group,501 to 1000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$500 million to $1 billion (USD),1,data engineer,Junior,3,83.0,CA,53,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828
3.0,Exelixis,501 to 1000 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,scientist,Strong Experience,3,87.5,CA,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4586
4.0,Pfizer,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,scientist,Mid Level,0,172.0,MA,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5701
3.0,Exelixis,501 to 1000 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,scientist,Strong Experience,3,100.0,CA,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7777
4.2,Grand Rounds,501 to 1000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,data scientist,General Experience,0,221.5,CA,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4951
3.5,"SPINS, LLC",201 to 500 employees,Company - Private,Professional Services,Professional Services,$50 to $100 million (USD),1,data engineer,General Experience,0,95.5,IL,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3119
3.3,DTCC,1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$1 to $2 billion (USD),1,na,Senior,0,173.0,NJ,52,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4183
3.9,AstraZeneca,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,data scientist,Some Experience,3,147.5,MD,112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4490
3.7,Carilion Clinic,10000+ employees,Nonprofit Organization,Health & Pharmaceuticals,Health & Pharmaceuticals,$1 to $2 billion (USD),1,data engineer,General Experience,0,81.0,VA,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948
3.2,DoubleVerify,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data analyst,Junior,0,83.0,NY,17,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2689
4.6,Mitsubishi Electric Research Labs,51 to 200 employees,Subsidiary or Business Segment,Professional Services,Professional Services,$5 to $10 million (USD),1,scientist,Junior,3,121.0,MA,34,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3709
2.2,"Rodan and Fields, LLC",501 to 1000 employees,Company - Private,Retail & Consumer Services,Retail,Unknown / Non-Applicable,1,data analyst,Junior,0,85.5,CA,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4402
4.6,Mitsubishi Electric Research Labs,51 to 200 employees,Subsidiary or Business Segment,Professional Services,Professional Services,$5 to $10 million (USD),1,scientist,General Experience,3,167.5,MA,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3180
2.6,Software Engineering Institute,501 to 1000 employees,College / University,Education,Education,Unknown / Non-Applicable,1,mle,Some Experience,0,107.5,PA,41,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011
3.4,DESC,501 to 1000 employees,Nonprofit Organization,Government & Public Services,Professional Services,$25 to $50 million (USD),1,data analyst,Unknown,0,44.5,WA,46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4087
3.3,Johns Hopkins Health Care,1001 to 5000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$500 million to $1 billion (USD),1,data analyst,Mid Level,3,107.5,MD,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606
-1.0,Kronos Bio,Unknown,Company - Private,Other,Other,Unknown / Non-Applicable,1,scientist,Unknown,0,132.5,MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3082
3.7,Community Behavioral Health,201 to 500 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$500 million to $1 billion (USD),1,data analyst,General Experience,0,69.5,PA,31,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865
3.5,Western Digital,10000+ employees,Company - Public,Technology,Technology,$10+ billion (USD),1,na,Entry Level,2,98.5,CA,55,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3926
2.7,Advanced BioScience Laboratories,201 to 500 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$25 to $50 million (USD),1,scientist,Unknown,0,80.5,MD,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570
3.8,FORMA THERAPEUTICS,51 to 200 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$10 to $25 million (USD),1,scientist,Some Experience,0,74.0,MA,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3747
3.7,Raytheon,10000+ employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),1,scientist,General Experience,0,99.0,MD,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4431
3.8,Agios Pharmaceuticals,501 to 1000 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$50 to $100 million (USD),1,scientist,Junior,0,96.5,MA,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4465
3.3,Liberty Mutual Insurance,10000+ employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),1,data scientist,Unknown,3,53.0,MA,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448
2.7,Bridg,1 to 50 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data engineer,General Experience,0,103.0,CA,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4571
3.9,AstraZeneca,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,scientist,Some Experience,3,92.0,MD,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391
3.6,TRANZACT,1001 to 5000 employees,Company - Private,Media & Entertainment,Professional Services,Unknown / Non-Applicable,1,data scientist,Entry Level,0,114.0,NJ,36,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4648
3.5,Charter Spectrum,1 to 50 employees,other,Education,Education,$5 to $10 million (USD),1,data scientist,Strong Experience,0,96.0,MO,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775
3.4,CompQsoft,51 to 200 employees,Company - Private,Professional Services,Professional Services,$10 to $25 million (USD),1,data scientist,Unknown,0,96.5,DC,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4662
4.3,Solugenix Corporation,201 to 500 employees,Company - Private,Technology,Technology,$50 to $100 million (USD),1,data scientist,Junior,0,69.5,AZ,56,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3728
2.6,West Coast University,10000+ employees,Company - Private,Education,Education,Unknown / Non-Applicable,1,data scientist,Some Experience,0,121.0,CA,28,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2399
3.8,SoftBank Robotics,201 to 500 employees,Subsidiary or Business Segment,Manufacturing & Engineering,Manufacturing & Engineering,$25 to $50 million (USD),1,data scientist,General Experience,0,103.0,CA,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2730
3.2,MITRE,5001 to 10000 employees,Nonprofit Organization,Government & Public Services,Government & Public Services,$1 to $2 billion (USD),1,data scientist,General Experience,3,106.5,VA,67,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3170
5.0,SkySync,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,Unknown,0,130.0,MI,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808
4.3,Medidata Solutions,1001 to 5000 employees,Company - Public,Technology,Technology,$500 million to $1 billion (USD),1,na,Unknown,1,86.5,NY,26,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4023
3.4,"DatamanUSA, LLC",51 to 200 employees,Company - Private,Technology,Technology,$5 to $10 million (USD),1,data scientist,Unknown,0,89.0,WA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
4.0,23andMe,501 to 1000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,scientist,Some Experience,3,92.0,CA,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3911
4.1,CK-12 Foundation,1 to 50 employees,Company - Private,Education,Education,Unknown / Non-Applicable,1,mle,Junior,0,111.0,CA,18,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3478
3.9,Fivestars,201 to 500 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data engineer,Entry Level,2,87.5,CA,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3813
